School,Semester,Grade,Subject,Class,Student Name,Score
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Francesca Boehm,0
Emard High School,Fall-2019,12th-Grade,Social Studies,Macroeconomics,Dorothy Jerde,80
Emard High School,Fall-2019,12th-Grade,Social Studies,US government,Dorothy Jerde,71
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Dorothy Jerde,87
Emard High School,Fall-2019,12th-Grade,Social Studies,World history,Dorothy Jerde,97
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Dorothy Jerde,78
Emard High School,Fall-2019,12th-Grade,English,English language and composition,Brionna Schamberger,85
Emard High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Brionna Schamberger,0
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,CPR training,Brionna Schamberger,93
Emard High School,Fall-2019,12th-Grade,English,Literary analysis,Brionna Schamberger,87
Emard High School,Fall-2019,12th-Grade,Sciences,AP Physics 2 (Algebra-Based),Brionna Schamberger,79
Emard High School,Fall-2019,12th-Grade,Foreign Language,American Sign Language,Jarrett Treutel,94
Emard High School,Fall-2019,12th-Grade,English,Rhetoric,Jarrett Treutel,92
Emard High School,Fall-2019,12th-Grade,Sciences,AP Environmental Science,Jarrett Treutel,98
Emard High School,Fall-2019,12th-Grade,Visual Arts,Photography,Jarrett Treutel,84
Emard High School,Fall-2019,12th-Grade,Business,Personal finance,Jarrett Treutel,84
Emard High School,Fall-2019,12th-Grade,Arts,AP Art history,Anastasia Ondricka,81
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood development,Anastasia Ondricka,89
Emard High School,Fall-2019,12th-Grade,Math,Math applications,Anastasia Ondricka,76
Emard High School,Fall-2019,12th-Grade,Sciences,AP Biology,Anastasia Ondricka,89
Emard High School,Fall-2019,12th-Grade,Visual Arts,Printmaking,Anastasia Ondricka,100
Batz High School,Fall-2019,9th-Grade,History & Social Science,AP Computer Science Principles,Eryn Mitchell,73
Batz High School,Fall-2019,9th-Grade,Business,Personal finance,Eryn Mitchell,70
Batz High School,Fall-2019,9th-Grade,Vocational Education,Auto mechanics,Eryn Mitchell,89
Batz High School,Fall-2019,9th-Grade,Math,Probability,Eryn Mitchell,72
Batz High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Eryn Mitchell,87
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Early childhood education,Anastasia Carter,90
Batz High School,Fall-2019,9th-Grade,Math,Multivariable calculus,Anastasia Carter,72
Batz High School,Fall-2019,9th-Grade,Foreign Language,Japanese,Anastasia Carter,87
Batz High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Anastasia Carter,98
Batz High School,Fall-2019,9th-Grade,Business,Personal finance,Anastasia Carter,71
Batz High School,Fall-2019,9th-Grade,Performing Arts,Drama,Moises Buckridge,92
Batz High School,Fall-2019,9th-Grade,Foreign Language,French,Moises Buckridge,83
Batz High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Moises Buckridge,77
Batz High School,Fall-2019,9th-Grade,Arts,AP Music theory,Moises Buckridge,77
Batz High School,Fall-2019,9th-Grade,History & Social Science,AP Calculus BC,Moises Buckridge,87
Batz High School,Fall-2019,9th-Grade,Social Studies,US government,Hailee Lemke,71
Batz High School,Fall-2019,9th-Grade,Business,Marketing,Hailee Lemke,72
Batz High School,Fall-2019,9th-Grade,English,Poetry,Hailee Lemke,77
Batz High School,Fall-2019,9th-Grade,English,American literature,Hailee Lemke,100
Batz High School,Fall-2019,9th-Grade,English,British literature,Hailee Lemke,0
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Culinary arts,Deven Lockman,91
Batz High School,Fall-2019,9th-Grade,Physical Education,Lifeguard training,Deven Lockman,99
Batz High School,Fall-2019,9th-Grade,Math,Integrated math,Deven Lockman,79
Batz High School,Fall-2019,9th-Grade,Visual Arts,Digital media,Deven Lockman,75
Batz High School,Fall-2019,9th-Grade,Science,Zoology,Deven Lockman,95
Batz High School,Fall-2019,9th-Grade,Business,Accounting,Cynthia Padberg,70
Batz High School,Fall-2019,9th-Grade,Social Studies,US history,Cynthia Padberg,91
Batz High School,Fall-2019,9th-Grade,Vocational Education,Heating and cooling systems,Cynthia Padberg,97
Batz High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Cynthia Padberg,83
Batz High School,Fall-2019,9th-Grade,Vocational Education,Fire science,Cynthia Padberg,78
Batz High School,Fall-2019,9th-Grade,Business,Accounting,Ezra Kerluke,93
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion and retail merchandising,Ezra Kerluke,71
Batz High School,Fall-2019,9th-Grade,Social Studies,US history,Ezra Kerluke,99
Batz High School,Fall-2019,9th-Grade,Physical Education,Health,Ezra Kerluke,97
Batz High School,Fall-2019,9th-Grade,Science,Forensic science,Ezra Kerluke,84
Batz High School,Fall-2019,9th-Grade,Vocational Education,FFA (Future Farmers of America),Lawson Adams,86
Batz High School,Fall-2019,9th-Grade,Vocational Education,Criminal justice,Lawson Adams,75
Batz High School,Fall-2019,9th-Grade,Visual Arts,Digital media,Lawson Adams,73
Batz High School,Fall-2019,9th-Grade,Visual Arts,3-D art,Lawson Adams,79
Batz High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Lawson Adams,70
Batz High School,Fall-2019,9th-Grade,Social Studies,Microeconomics,Raul Bailey,87
Batz High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Raul Bailey,72
Batz High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Word processing,Raul Bailey,87
Batz High School,Fall-2019,9th-Grade,Business,Introduction to business,Raul Bailey,78
Batz High School,Fall-2019,9th-Grade,Math,Computer math,Raul Bailey,98
Batz High School,Fall-2019,9th-Grade,Science,Forensic science,Wyman Emard,85
Batz High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Wyman Emard,71
Batz High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Wyman Emard,89
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Nutrition,Wyman Emard,79
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Culinary arts,Wyman Emard,80
Batz High School,Fall-2019,9th-Grade,History & Social Science,AP Statistics,Gladyce Heaney,74
Batz High School,Fall-2019,9th-Grade,Visual Arts,Photography,Gladyce Heaney,93
Batz High School,Fall-2019,9th-Grade,Math,Algebra 1,Gladyce Heaney,84
Batz High School,Fall-2019,9th-Grade,Business,Accounting,Gladyce Heaney,84
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Early childhood development,Gladyce Heaney,87
Batz High School,Fall-2019,9th-Grade,History & Social Science,AP Macroeconomics,Kylie Stiedemann,84
Batz High School,Fall-2019,9th-Grade,Physical Education,Aerobics,Kylie Stiedemann,76
Batz High School,Fall-2019,9th-Grade,Social Studies,Physical anthropology,Kylie Stiedemann,71
Batz High School,Fall-2019,9th-Grade,English,English language and composition,Kylie Stiedemann,86
Batz High School,Fall-2019,9th-Grade,History & Social Science,AP World History,Kylie Stiedemann,90
Batz High School,Fall-2019,9th-Grade,Physical Education,Lifeguard training,Mohammad Goldner,98
Batz High School,Fall-2019,9th-Grade,English,Journalism,Mohammad Goldner,0
Batz High School,Fall-2019,9th-Grade,History & Social Science,AP Psychology,Mohammad Goldner,98
Batz High School,Fall-2019,9th-Grade,Math,Statistics,Mohammad Goldner,94
Batz High School,Fall-2019,9th-Grade,Physical Education,Health,Mohammad Goldner,79
Batz High School,Fall-2019,9th-Grade,English,Communication skills,Sarina Grady,86
Batz High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Sarina Grady,92
Batz High School,Fall-2019,9th-Grade,Vocational Education,Networking,Sarina Grady,91
Batz High School,Fall-2019,9th-Grade,Math,Fundamentals of math,Sarina Grady,92
Batz High School,Fall-2019,9th-Grade,Foreign Language,Chinese,Sarina Grady,87
Batz High School,Fall-2019,9th-Grade,History & Social Science,AP Psychology,Remington Gottlieb,75
Batz High School,Fall-2019,9th-Grade,Visual Arts,Digital media,Remington Gottlieb,88
Batz High School,Fall-2019,9th-Grade,Social Studies,Modern world studies,Remington Gottlieb,0
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Family studies,Remington Gottlieb,72
Batz High School,Fall-2019,9th-Grade,Math,Pre-calculus,Remington Gottlieb,84
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Early childhood education,Hiram King,98
Batz High School,Fall-2019,9th-Grade,Vocational Education,Driver education,Hiram King,97
Batz High School,Fall-2019,9th-Grade,Foreign Language,German,Hiram King,98
Batz High School,Fall-2019,9th-Grade,English,Written and oral communication,Hiram King,96
Batz High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Italian Language and Culture,Hiram King,76
Batz High School,Fall-2019,9th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Werner Boehm,75
Batz High School,Fall-2019,9th-Grade,Science,Electronics,Werner Boehm,91
Batz High School,Fall-2019,9th-Grade,Arts,AP Art history,Werner Boehm,96
Batz High School,Fall-2019,9th-Grade,Math,Algebra 2,Werner Boehm,79
Batz High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Typing,Werner Boehm,72
Batz High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Film production,Norval Davis,89
Batz High School,Fall-2019,9th-Grade,Business,Accounting,Norval Davis,88
Batz High School,Fall-2019,9th-Grade,Science,Botany,Norval Davis,81
Batz High School,Fall-2019,9th-Grade,Physical Education,Yoga,Norval Davis,72
Batz High School,Fall-2019,9th-Grade,Business,Introduction to business,Norval Davis,79
Batz High School,Fall-2019,9th-Grade,Arts,AP Music theory,Danyka Mayer,91
Batz High School,Fall-2019,9th-Grade,Performing Arts,Choir,Danyka Mayer,94
Batz High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Video game development,Danyka Mayer,94
Batz High School,Fall-2019,9th-Grade,Performing Arts,Concert band,Danyka Mayer,98
Batz High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Danyka Mayer,96
Batz High School,Fall-2019,9th-Grade,Foreign Language,Ancient Greek,Gage Bosco,84
Batz High School,Fall-2019,9th-Grade,Vocational Education,Production technology,Gage Bosco,96
Batz High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Gage Bosco,90
Batz High School,Fall-2019,9th-Grade,Sciences,AP Biology,Gage Bosco,77
Batz High School,Fall-2019,9th-Grade,Physical Education,Aerobics,Gage Bosco,90
Batz High School,Fall-2019,9th-Grade,Arts,AP Studio art (3-D design),Terrell Howe,92
Batz High School,Fall-2019,9th-Grade,Foreign Language,Arabic,Terrell Howe,78
Batz High School,Fall-2019,9th-Grade,Science,Physics,Terrell Howe,99
Batz High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Typing,Terrell Howe,82
Batz High School,Fall-2019,9th-Grade,Sciences,AP Environmental Science,Terrell Howe,76
Batz High School,Fall-2019,9th-Grade,History & Social Science,Math & Computer Science,Valentina Dietrich,93
Batz High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Video game development,Valentina Dietrich,82
Batz High School,Fall-2019,9th-Grade,English,English literature and composition,Valentina Dietrich,100
Batz High School,Fall-2019,9th-Grade,Family and Consumer Science,Nutrition,Valentina Dietrich,84
Batz High School,Fall-2019,9th-Grade,English,American literature,Valentina Dietrich,76
Batz High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Italian Language and Culture,Antonietta Kunde,93
Batz High School,Fall-2019,10th-Grade,Arts,AP Studio art (2-D design),Antonietta Kunde,85
Batz High School,Fall-2019,10th-Grade,Visual Arts,Digital media,Antonietta Kunde,90
Batz High School,Fall-2019,10th-Grade,Sciences,AP Chemistry,Antonietta Kunde,83
Batz High School,Fall-2019,10th-Grade,Physical Education,Dance,Antonietta Kunde,81
Batz High School,Fall-2019,10th-Grade,Science,Biology,Maci Wisozk,71
Batz High School,Fall-2019,10th-Grade,Vocational Education,Auto body repair,Maci Wisozk,87
Batz High School,Fall-2019,10th-Grade,Performing Arts,Piano,Maci Wisozk,88
Batz High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Computer repair,Maci Wisozk,86
Batz High School,Fall-2019,10th-Grade,Business,Business law,Maci Wisozk,86
Batz High School,Fall-2019,10th-Grade,Science,Zoology,Luciano MacGyver,73
Batz High School,Fall-2019,10th-Grade,English,Literary analysis,Luciano MacGyver,73
Batz High School,Fall-2019,10th-Grade,Social Studies,Law,Luciano MacGyver,97
Batz High School,Fall-2019,10th-Grade,Computer Science/Information Technology,App development,Luciano MacGyver,83
Batz High School,Fall-2019,10th-Grade,Business,Consumer education,Luciano MacGyver,93
Batz High School,Fall-2019,10th-Grade,Business,Consumer education,Dedrick Parker,92
Batz High School,Fall-2019,10th-Grade,Math,Calculus,Dedrick Parker,81
Batz High School,Fall-2019,10th-Grade,Science,Electronics,Dedrick Parker,97
Batz High School,Fall-2019,10th-Grade,Social Studies,Psychology,Dedrick Parker,73
Batz High School,Fall-2019,10th-Grade,Performing Arts,Drama,Dedrick Parker,85
Batz High School,Fall-2019,10th-Grade,Foreign Language,Italian,Elenora Rowe,98
Batz High School,Fall-2019,10th-Grade,Business,Business management,Elenora Rowe,78
Batz High School,Fall-2019,10th-Grade,English,American literature,Elenora Rowe,88
Batz High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science Principles,Elenora Rowe,96
Batz High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Elenora Rowe,89
Batz High School,Fall-2019,10th-Grade,Business,Business law,Gaetano Thiel,98
Batz High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science A,Gaetano Thiel,88
Batz High School,Fall-2019,10th-Grade,Foreign Language,Chinese,Gaetano Thiel,78
Batz High School,Fall-2019,10th-Grade,Science,Oceanography,Gaetano Thiel,89
Batz High School,Fall-2019,10th-Grade,Visual Arts,Painting,Gaetano Thiel,0
Batz High School,Fall-2019,10th-Grade,Physical Education,Yoga,Domenico Leffler,100
Batz High School,Fall-2019,10th-Grade,Science,Zoology,Domenico Leffler,73
Batz High School,Fall-2019,10th-Grade,Physical Education,Weight training,Domenico Leffler,77
Batz High School,Fall-2019,10th-Grade,Vocational Education,Production technology,Domenico Leffler,77
Batz High School,Fall-2019,10th-Grade,History & Social Science,AP World History,Domenico Leffler,93
Batz High School,Fall-2019,10th-Grade,Foreign Language,Ancient Greek,Jerrod Carroll,71
Batz High School,Fall-2019,10th-Grade,Visual Arts,Photography,Jerrod Carroll,72
Batz High School,Fall-2019,10th-Grade,Physical Education,Dance,Jerrod Carroll,97
Batz High School,Fall-2019,10th-Grade,Social Studies,US government,Jerrod Carroll,92
Batz High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Computer programming,Jerrod Carroll,94
Batz High School,Fall-2019,10th-Grade,Arts,AP Art history,Alda Kertzmann,92
Batz High School,Fall-2019,10th-Grade,Arts,AP Studio art (2-D design),Alda Kertzmann,78
Batz High School,Fall-2019,10th-Grade,Performing Arts,Percussion,Alda Kertzmann,73
Batz High School,Fall-2019,10th-Grade,Family and Consumer Science,CPR training,Alda Kertzmann,71
Batz High School,Fall-2019,10th-Grade,Science,Environmental science,Alda Kertzmann,0
Batz High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Raleigh Rogahn,81
Batz High School,Fall-2019,10th-Grade,Physical Education,Dance,Raleigh Rogahn,86
Batz High School,Fall-2019,10th-Grade,Physical Education,Weight training,Raleigh Rogahn,80
Batz High School,Fall-2019,10th-Grade,English,Modern literature,Raleigh Rogahn,86
Batz High School,Fall-2019,10th-Grade,English,Literary analysis,Raleigh Rogahn,77
Batz High School,Fall-2019,10th-Grade,History & Social Science,AP Statistics,Golda Legros,92
Batz High School,Fall-2019,10th-Grade,Family and Consumer Science,Culinary arts,Golda Legros,75
Batz High School,Fall-2019,10th-Grade,English,Journalism,Golda Legros,94
Batz High School,Fall-2019,10th-Grade,Math,Pre-calculus,Golda Legros,98
Batz High School,Fall-2019,10th-Grade,English,Works of Shakespeare,Golda Legros,74
Batz High School,Fall-2019,10th-Grade,Physical Education,Health,Thurman Cummings,81
Batz High School,Fall-2019,10th-Grade,Sciences,AP Physics 2 (Algebra-Based),Thurman Cummings,80
Batz High School,Fall-2019,10th-Grade,Business,Accounting,Thurman Cummings,95
Batz High School,Fall-2019,10th-Grade,Foreign Language,Italian,Thurman Cummings,72
Batz High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Computer programming,Thurman Cummings,87
