School,Semester,Grade,Subject,Class,Student Name,Score
Feeney High School,Fall-2019,12th-Grade,Physical Education,Pilates,Aurelie Watsica,100
Feeney High School,Fall-2019,12th-Grade,Arts,AP Music theory,Aurelie Watsica,73
Feeney High School,Fall-2019,12th-Grade,Business,Business management,Aurelie Watsica,89
Feeney High School,Fall-2019,12th-Grade,English,World literature,Aurelie Watsica,86
Feeney High School,Fall-2019,12th-Grade,Arts,AP Music theory,Nettie Mertz,78
Feeney High School,Fall-2019,12th-Grade,Math,Calculus,Nettie Mertz,92
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Chemistry of foods,Nettie Mertz,72
Feeney High School,Fall-2019,12th-Grade,Physical Education,Racket sports,Nettie Mertz,0
Feeney High School,Fall-2019,12th-Grade,Social Studies,Religious studies,Nettie Mertz,95
Feeney High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Jordon Littel,76
Feeney High School,Fall-2019,12th-Grade,Social Studies,Women’s studies,Jordon Littel,93
Feeney High School,Fall-2019,12th-Grade,Social Studies,World history,Jordon Littel,72
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Italian,Jordon Littel,84
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Chinese,Jordon Littel,79
Feeney High School,Fall-2019,12th-Grade,Visual Arts,Film production,Janae McLaughlin,98
Feeney High School,Fall-2019,12th-Grade,Performing Arts,Orchestra,Janae McLaughlin,98
Feeney High School,Fall-2019,12th-Grade,History & Social Science,AP Psychology,Janae McLaughlin,86
Feeney High School,Fall-2019,12th-Grade,English,Poetry,Janae McLaughlin,83
Feeney High School,Fall-2019,12th-Grade,Physical Education,Gymnastics,Janae McLaughlin,97
Feeney High School,Fall-2019,12th-Grade,Math,Geometry,Camron Feil,0
Feeney High School,Fall-2019,12th-Grade,Social Studies,Cultural anthropology,Camron Feil,83
Feeney High School,Fall-2019,12th-Grade,Performing Arts,Marching band,Camron Feil,94
Feeney High School,Fall-2019,12th-Grade,Sciences,AP Physics 1 (Algebra-Based),Camron Feil,72
Feeney High School,Fall-2019,12th-Grade,English,Debate,Camron Feil,85
Feeney High School,Fall-2019,12th-Grade,Math,Practical math,Hilma Cremin,87
Feeney High School,Fall-2019,12th-Grade,Business,Accounting,Hilma Cremin,77
Feeney High School,Fall-2019,12th-Grade,Sciences,AP Physics 1 (Algebra-Based),Hilma Cremin,74
Feeney High School,Fall-2019,12th-Grade,Performing Arts,Theater technology,Hilma Cremin,93
Feeney High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus BC,Hilma Cremin,86
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Culinary arts,Alysa Heaney,71
Feeney High School,Fall-2019,12th-Grade,English,Popular literature,Alysa Heaney,99
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Alysa Heaney,83
Feeney High School,Fall-2019,12th-Grade,English,Communication skills,Alysa Heaney,85
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Woodworking,Alysa Heaney,99
Feeney High School,Fall-2019,12th-Grade,History & Social Science,AP United States Government and Politics,Sydney Cronin,71
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Metalworking,Sydney Cronin,97
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Sydney Cronin,73
Feeney High School,Fall-2019,12th-Grade,Social Studies,Geography,Sydney Cronin,76
Feeney High School,Fall-2019,12th-Grade,Arts,AP Art history,Sydney Cronin,76
Feeney High School,Fall-2019,12th-Grade,History & Social Science,AP Statistics,Tyshawn Halvorson,90
Feeney High School,Fall-2019,12th-Grade,Performing Arts,Piano,Tyshawn Halvorson,73
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Tyshawn Halvorson,0
Feeney High School,Fall-2019,12th-Grade,Sciences,AP Environmental Science,Tyshawn Halvorson,86
Feeney High School,Fall-2019,12th-Grade,Math,Practical math,Tyshawn Halvorson,84
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Abby Pouros,74
Feeney High School,Fall-2019,12th-Grade,Visual Arts,Painting,Abby Pouros,76
Feeney High School,Fall-2019,12th-Grade,Visual Arts,Drawing,Abby Pouros,78
Feeney High School,Fall-2019,12th-Grade,Sciences,AP Environmental Science,Abby Pouros,83
Feeney High School,Fall-2019,12th-Grade,English,Creative writing,Abby Pouros,79
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Hospitality and tourism,Skylar Parisian,96
Feeney High School,Fall-2019,12th-Grade,Math,Geometry,Skylar Parisian,97
Feeney High School,Fall-2019,12th-Grade,Foreign Language,French,Skylar Parisian,80
Feeney High School,Fall-2019,12th-Grade,Social Studies,Religious studies,Skylar Parisian,74
Feeney High School,Fall-2019,12th-Grade,Social Studies,Microeconomics,Skylar Parisian,74
Feeney High School,Fall-2019,12th-Grade,Math,Probability,Grayce Pagac,95
Feeney High School,Fall-2019,12th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Grayce Pagac,73
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Chemistry of foods,Grayce Pagac,79
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood development,Grayce Pagac,88
Feeney High School,Fall-2019,12th-Grade,Visual Arts,Printmaking,Grayce Pagac,75
Feeney High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Frieda Schoen,0
Feeney High School,Fall-2019,12th-Grade,Physical Education,Gymnastics,Frieda Schoen,83
Feeney High School,Fall-2019,12th-Grade,Visual Arts,Drawing,Frieda Schoen,95
Feeney High School,Fall-2019,12th-Grade,Arts,AP Art history,Frieda Schoen,96
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Frieda Schoen,95
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Networking,Opal Berge,87
Feeney High School,Fall-2019,12th-Grade,Science,Geology,Opal Berge,74
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Opal Berge,91
Feeney High School,Fall-2019,12th-Grade,Physical Education,Health,Opal Berge,74
Feeney High School,Fall-2019,12th-Grade,English,British literature,Opal Berge,74
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Isac Wisozk,81
Feeney High School,Fall-2019,12th-Grade,Sciences,AP Biology,Isac Wisozk,86
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Isac Wisozk,70
Feeney High School,Fall-2019,12th-Grade,History & Social Science,AP Comparative government and politics,Isac Wisozk,90
Feeney High School,Fall-2019,12th-Grade,English,Creative writing,Isac Wisozk,80
Feeney High School,Fall-2019,12th-Grade,History & Social Science,AP United States Government and Politics,Nakia Witting,81
Feeney High School,Fall-2019,12th-Grade,Business,Accounting,Nakia Witting,98
Feeney High School,Fall-2019,12th-Grade,Business,Introduction to business,Nakia Witting,0
Feeney High School,Fall-2019,12th-Grade,Social Studies,US government,Nakia Witting,0
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Family studies,Nakia Witting,81
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Chemistry of foods,Blake Jerde,71
Feeney High School,Fall-2019,12th-Grade,Social Studies,Law,Blake Jerde,75
Feeney High School,Fall-2019,12th-Grade,Science,Earth science,Blake Jerde,76
Feeney High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus BC,Blake Jerde,72
Feeney High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Blake Jerde,70
Feeney High School,Fall-2019,12th-Grade,Physical Education,Weight training,Nora Feil,86
Feeney High School,Fall-2019,12th-Grade,Foreign Language,German,Nora Feil,84
Feeney High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Nora Feil,75
Feeney High School,Fall-2019,12th-Grade,Math,Quantitative literacy,Nora Feil,96
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Auto body repair,Nora Feil,97
Feeney High School,Fall-2019,12th-Grade,Physical Education,Dance,Iva Kozey,84
Feeney High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Film production,Iva Kozey,72
Feeney High School,Fall-2019,12th-Grade,Arts,AP Music theory,Iva Kozey,88
Feeney High School,Fall-2019,12th-Grade,Business,Personal finance,Iva Kozey,70
Feeney High School,Fall-2019,12th-Grade,Math,Geometry,Iva Kozey,76
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP German Language and Culture,Lexi Blick,88
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Woodworking,Lexi Blick,84
Hahn High School,Fall-2019,9th-Grade,History & Social Science,AP Calculus BC,Lexi Blick,100
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Italian Language and Culture,Lexi Blick,80
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Drawing,Lexi Blick,93
Hahn High School,Fall-2019,9th-Grade,Math,Quantitative literacy,Isom Champlin,93
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP French Language and Culture,Isom Champlin,86
Hahn High School,Fall-2019,9th-Grade,Performing Arts,Orchestra,Isom Champlin,77
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Drawing,Isom Champlin,99
Hahn High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Isom Champlin,79
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Cosmetology,Camren Mitchell,87
Hahn High School,Fall-2019,9th-Grade,English,Literary analysis,Camren Mitchell,77
Hahn High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Camren Mitchell,93
Hahn High School,Fall-2019,9th-Grade,Business,Marketing,Camren Mitchell,83
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Camren Mitchell,94
Hahn High School,Fall-2019,9th-Grade,History & Social Science,AP Microeconomics,Kali Gibson,91
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Kali Gibson,85
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Kali Gibson,0
Hahn High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Kali Gibson,85
Hahn High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Kali Gibson,86
Hahn High School,Fall-2019,9th-Grade,Science,Earth science,Julien Bashirian,77
Hahn High School,Fall-2019,9th-Grade,Visual Arts,3-D art,Julien Bashirian,83
Hahn High School,Fall-2019,9th-Grade,Business,Business law,Julien Bashirian,90
Hahn High School,Fall-2019,9th-Grade,Science,Geology,Julien Bashirian,78
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Art history,Julien Bashirian,95
Hahn High School,Fall-2019,9th-Grade,Family and Consumer Science,Nutrition,Horacio Erdman,84
Hahn High School,Fall-2019,9th-Grade,Arts,AP Music theory,Horacio Erdman,96
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Production technology,Horacio Erdman,80
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Electronics,Horacio Erdman,77
Hahn High School,Fall-2019,9th-Grade,Science,Electronics,Horacio Erdman,85
Hahn High School,Fall-2019,9th-Grade,History & Social Science,AP European history,Marion Mann,97
Hahn High School,Fall-2019,9th-Grade,Business,Business management,Marion Mann,0
Hahn High School,Fall-2019,9th-Grade,Science,Chemistry,Marion Mann,78
Hahn High School,Fall-2019,9th-Grade,Arts,AP Music theory,Marion Mann,82
Hahn High School,Fall-2019,9th-Grade,Family and Consumer Science,Chemistry of foods,Marion Mann,95
Hahn High School,Fall-2019,9th-Grade,Business,Consumer education,Larry Parker,85
Hahn High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer programming,Larry Parker,77
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Drawing,Larry Parker,94
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Woodworking,Larry Parker,72
Hahn High School,Fall-2019,9th-Grade,Vocational Education,FFA (Future Farmers of America),Larry Parker,79
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Auto mechanics,Noemi Powlowski,96
Hahn High School,Fall-2019,9th-Grade,Social Studies,World politics,Noemi Powlowski,95
Hahn High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion and retail merchandising,Noemi Powlowski,70
Hahn High School,Fall-2019,9th-Grade,Sciences,AP Environmental Science,Noemi Powlowski,74
Hahn High School,Fall-2019,9th-Grade,Arts,AP Studio art (3-D design),Noemi Powlowski,97
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Timothy Koepp,97
Hahn High School,Fall-2019,9th-Grade,Arts,AP Studio art (3-D design),Timothy Koepp,86
Hahn High School,Fall-2019,9th-Grade,History & Social Science,Math & Computer Science,Timothy Koepp,87
Hahn High School,Fall-2019,9th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Timothy Koepp,70
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Refrigeration fundamentals,Timothy Koepp,83
Hahn High School,Fall-2019,9th-Grade,History & Social Science,AP Macroeconomics,America Wuckert,84
Hahn High School,Fall-2019,9th-Grade,Arts,AP Art history,America Wuckert,86
Hahn High School,Fall-2019,9th-Grade,Family and Consumer Science,Family studies,America Wuckert,72
Hahn High School,Fall-2019,9th-Grade,English,Contemporary literature,America Wuckert,98
Hahn High School,Fall-2019,9th-Grade,Science,Environmental studies,America Wuckert,71
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Film production,Brando Mohr,99
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP German Language and Culture,Brando Mohr,95
Hahn High School,Fall-2019,9th-Grade,Physical Education,Swimming,Brando Mohr,94
Hahn High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Brando Mohr,76
Hahn High School,Fall-2019,9th-Grade,Science,Oceanography,Brando Mohr,85
Hahn High School,Fall-2019,9th-Grade,Physical Education,Weight training,Kari Schroeder,93
Hahn High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer repair,Kari Schroeder,70
Hahn High School,Fall-2019,9th-Grade,Social Studies,Human geography,Kari Schroeder,97
Hahn High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Kari Schroeder,82
Hahn High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Kari Schroeder,95
Hahn High School,Fall-2019,9th-Grade,Family and Consumer Science,CPR training,Cassandre Langworth,92
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Film production,Cassandre Langworth,89
Hahn High School,Fall-2019,9th-Grade,History & Social Science,AP Calculus AB,Cassandre Langworth,91
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Woodworking,Cassandre Langworth,72
Hahn High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer programming,Cassandre Langworth,82
Hahn High School,Fall-2019,9th-Grade,English,Modern literature,Serena Hudson,99
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Electronics,Serena Hudson,70
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Driver education,Serena Hudson,78
Hahn High School,Fall-2019,9th-Grade,English,Literary analysis,Serena Hudson,94
Hahn High School,Fall-2019,9th-Grade,History & Social Science,AP Comparative government and politics,Serena Hudson,0
Hahn High School,Fall-2019,9th-Grade,Physical Education,Racket sports,Aric Gerhold,0
Hahn High School,Fall-2019,9th-Grade,Science,Environmental studies,Aric Gerhold,86
Hahn High School,Fall-2019,9th-Grade,Math,Math applications,Aric Gerhold,87
Hahn High School,Fall-2019,9th-Grade,Business,Introduction to business,Aric Gerhold,88
Hahn High School,Fall-2019,9th-Grade,Science,Chemistry,Aric Gerhold,84
Hahn High School,Fall-2019,9th-Grade,Physical Education,Aerobics,Lilla Denesik,74
Hahn High School,Fall-2019,9th-Grade,Science,Astronomy,Lilla Denesik,87
Hahn High School,Fall-2019,9th-Grade,Sciences,AP Environmental Science,Lilla Denesik,71
Hahn High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Lilla Denesik,76
Hahn High School,Fall-2019,9th-Grade,Performing Arts,Percussion,Lilla Denesik,98
Hahn High School,Fall-2019,9th-Grade,English,English language and composition,Ayana Volkman,96
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Painting,Ayana Volkman,74
Hahn High School,Fall-2019,9th-Grade,Foreign Language,French,Ayana Volkman,90
Hahn High School,Fall-2019,9th-Grade,Performing Arts,Choir,Ayana Volkman,83
Hahn High School,Fall-2019,9th-Grade,Arts,AP Art history,Ayana Volkman,85
Hahn High School,Fall-2019,9th-Grade,Vocational Education,Driver education,Nella Krajcik,76
Hahn High School,Fall-2019,9th-Grade,Visual Arts,Painting,Nella Krajcik,89
Hahn High School,Fall-2019,9th-Grade,English,Written and oral communication,Nella Krajcik,81
